b'RT @cskkanu: Strong message for #GoldDigger #BloodSucker Women from @PMOIndia\n\n#AtmNirbhar Bano \n\nTime to Scrap all the maintenance and ali\xe2\x80\xa6'
"b""RT @Arjun099999: we don't want any general promotion because we are #atmnirbhar but What if something happens to a student @narendramodi @C\xe2\x80\xa6"""
"b""@TimesNow @BJP4India @ShivSena @INCIndia @thenewshour Don't try to topple any more state govt, try to be #AtmNirbhar"""
"b""we don't want any general promotion because we are #atmnirbhar but What if something happens to a student\xe2\x80\xa6 https://t.co/TTOs2SbsWx"""
b'RT @cskkanu: Strong message for #GoldDigger #BloodSucker Women from @PMOIndia\n\n#AtmNirbhar Bano \n\nTime to Scrap all the maintenance and ali\xe2\x80\xa6'
"b'RT @BMynation: Why able, educated, deserting, abusive women need maintenance?\n\n#atmnirbhar bano #women https://t.co/ktINWVgSFd'"
"b'RT @BMynation: Why able, educated, deserting, abusive women need maintenance?\n\n#atmnirbhar bano #women https://t.co/ktINWVgSFd'"
"b'RT @BMynation: Why able, educated, deserting, abusive women need maintenance?\n\n#atmnirbhar bano #women https://t.co/ktINWVgSFd'"
b'If you think everything is normal! People like Tilak Raj ji are facing lots of troubles to earn their livelihood. H\xe2\x80\xa6 https://t.co/iYG8Z178ka'
"b'I think this is the best time for Anil Ambani to become #atmnirbhar..\nAnyway, Modi ji is busy https://t.co/3S2dn6lGVL'"
b'As per situation and circumstances the first thought came in my mind to become atmnirbhar is to start farming I sal\xe2\x80\xa6 https://t.co/zWkyY4KtWX'
"b""RT @Cutex_Khushi: @RadhaRai28 Be good for no reason and don't expect anything from anyone \nMeans #Atmnirbhar bano \xf0\x9f\x98\x82"""
"b""@RadhaRai28 Be good for no reason and don't expect anything from anyone \nMeans #Atmnirbhar bano \xf0\x9f\x98\x82"""
b'RT @cskkanu: Strong message for #GoldDigger #BloodSucker Women from @PMOIndia\n\n#AtmNirbhar Bano \n\nTime to Scrap all the maintenance and ali\xe2\x80\xa6'
"b'@Vaidsudhir2 Good support to shining india,2019+++,\nour,#moral,&amp;,#Technical support is always there to,\n#pm,#india,\xe2\x80\xa6 https://t.co/52KhBWXsac'"
b'RT @cskkanu: Strong message for #GoldDigger #BloodSucker Women from @PMOIndia\n\n#AtmNirbhar Bano \n\nTime to Scrap all the maintenance and ali\xe2\x80\xa6'
b'It is high time when people of India must understand what Govt. means #Atmnirbhar'
b'True colour of govt committed for developing self reliant India \n#AtmaNirbharBharat #Atmnirbhar\nhttps://t.co/HSdJgbKQ60'
b'Who is responsible for this?\n Only #poorfightagainstcorona\n#atmnirbhar #corona #coronaindonesia #coronaextra\xe2\x80\xa6 https://t.co/CHY0Nf0Qro'
b'RT @cskkanu: Strong message for #GoldDigger #BloodSucker Women from @PMOIndia\n\n#AtmNirbhar Bano \n\nTime to Scrap all the maintenance and ali\xe2\x80\xa6'
b'RT @cskkanu: Strong message for #GoldDigger #BloodSucker Women from @PMOIndia\n\n#AtmNirbhar Bano \n\nTime to Scrap all the maintenance and ali\xe2\x80\xa6'
